,No,HoMe,Away,Result,HoMe_SCore,Away_SCore
762,717,広島,C大阪,0,0,0
763,717,東京V,横浜C,0,1,1
764,717,松本,山形,0,0,0
765,717,水戸,愛媛,0,0,0
766,717,福岡,岐阜,1,1,0
767,718,浦和,大宮,1,4,0
768,718,徳島,広島,2,0,1
769,718,仙台,横浜M,2,1,2
770,718,柏,甲府,1,3,0
771,718,C大阪,神戸,2,1,2
772,718,名古屋,川崎,0,1,1
773,718,G大阪,新潟,1,5,0
774,718,鹿島,F東京,0,2,2
775,718,鳥栖,清水,0,2,2
776,718,横浜C,福岡,1,2,0
777,718,岐阜,東京V,1,3,0
778,718,京都,北九州,0,1,1
779,718,熊本,札幌,2,0,2
780,720,浦和,広島,0,2,2
781,720,G大阪,神戸,1,3,0
782,720,柏,横浜M,1,3,1
783,720,川崎,C大阪,2,2,3
784,720,湘南,松本,0,1,1
785,720,東京V,讃岐,2,0,1
786,720,富山,岐阜,0,0,0
787,720,岡山,磐田,0,1,1
788,720,札幌,長崎,1,2,1
789,720,京都,千葉,0,3,3
790,720,水戸,山形,2,0,1
791,720,横浜C,群馬,1,1,0
792,720,大分,熊本,2,0,1
793,721,清水,浦和,2,1,4
794,721,大宮,鹿島,1,2,1
795,721,横浜M,名古屋,2,0,2
796,721,新潟,仙台,1,1,0
797,721,広島,G大阪,2,0,1
798,721,甲府,鳥栖,1,1,0
799,721,F東京,神戸,0,1,1
800,721,川崎,徳島,1,4,0
801,721,C大阪,柏,1,2,0
802,721,千葉,北九州,2,1,3
803,721,岐阜,札幌,0,1,1
804,721,松本,岡山,2,1,2
805,721,愛媛,山形,1,4,0
806,722,名古屋,甲府,1,2,0
807,722,G大阪,C大阪,1,2,0
808,722,川崎,F東京,0,0,0
809,722,広島,新潟,1,2,0
810,722,徳島,大宮,2,0,2
811,722,鹿島,横浜M,1,1,0
812,722,浦和,柏,1,3,1
813,722,神戸,清水,1,3,1
814,722,鳥栖,仙台,1,2,1
815,722,磐田,北九州,1,3,1
816,722,千葉,岐阜,1,1,0
817,722,岡山,愛媛,0,1,1
818,722,大分,福岡,1,3,0
819,723,仙台,鹿島,2,0,1
820,723,清水,G大阪,2,0,3
821,723,新潟,浦和,2,0,2
822,723,F東京,徳島,1,4,0
823,723,横浜M,広島,1,1,0
824,723,大宮,川崎,2,1,3
825,723,甲府,神戸,1,2,0
826,723,柏,鳥栖,1,2,0
827,723,C大阪,名古屋,2,1,2
828,723,北九州,松本,0,0,0
829,723,水戸,磐田,1,4,1
830,723,讃岐,長崎,2,0,1
831,723,京都,湘南,0,2,2
832,724,横浜M,甲府,0,0,0
833,724,広島,神戸,0,1,1
834,724,F東京,柏,1,4,0
835,724,大宮,清水,1,2,1
836,724,G大阪,鳥栖,1,4,1
837,724,名古屋,新潟,2,0,1
838,724,川崎,仙台,0,1,1
839,724,C大阪,浦和,1,1,0
840,724,徳島,鹿島,2,0,5
841,724,岡山,水戸,0,1,1
842,724,大分,長崎,0,1,1
843,724,山形,讃岐,1,4,0
844,724,磐田,愛媛,1,2,0
845,725,千葉,福岡,1,3,0
846,725,鹿島,G大阪,2,2,3
847,725,清水,C大阪,1,3,0
848,725,神戸,名古屋,2,1,3
849,725,鳥栖,横浜M,1,1,0
850,725,新潟,川崎,1,3,0
851,725,浦和,徳島,1,2,1
852,725,仙台,F東京,1,1,0
853,725,柏,広島,0,0,0
854,725,甲府,大宮,2,0,1
855,725,岐阜,山形,1,1,0
856,725,水戸,札幌,0,0,0
857,725,北九州,富山,0,2,2
858,727,柏,広島,1,2,1
859,727,川崎,G大阪,1,3,2
860,727,水戸,富山,2,2,3
861,727,京都,熊本,0,0,0
862,727,愛媛,横浜C,1,2,1
863,727,札幌,千葉,2,0,2
864,727,松本,大分,1,2,0
865,727,福岡,讃岐,2,1,2
866,727,山形,長崎,1,2,1
867,727,栃木,北九州,0,1,1
868,727,群馬,岡山,1,3,2
869,727,磐田,岐阜,1,3,1
870,727,東京V,湘南,0,0,0
871,728,徳島,神戸,0,2,2
872,728,鹿島,柏,2,2,3
873,728,G大阪,川崎,1,1,0
874,728,横浜M,清水,1,1,0
875,728,新潟,甲府,0,0,0
876,728,鳥栖,C大阪,1,1,0
877,728,仙台,浦和,1,4,2
878,728,広島,名古屋,1,4,0
879,728,大宮,F東京,1,1,0
880,728,横浜C,栃木,1,3,0
881,728,京都,松本,0,0,0
882,728,富山,札幌,2,0,2
883,728,岡山,山形,2,1,4
884,730,仙台,柏,2,1,2
885,730,鳥栖,新潟,2,0,2
886,730,鹿島,浦和,0,1,1
887,730,清水,広島,2,1,3
888,730,G大阪,F東京,1,2,1
889,730,神戸,大宮,1,2,1
890,730,横浜M,C大阪,0,0,0
891,730,甲府,川崎,1,2,1
892,730,徳島,名古屋,2,0,2
893,730,大分,岡山,1,1,0
894,730,栃木,福岡,0,1,1
895,730,東京V,愛媛,0,1,1
896,730,磐田,京都,0,2,2
897,731,千葉,磐田,0,2,2
898,731,名古屋,F東京,0,2,2
899,731,C大阪,甲府,2,1,3
900,731,川崎,清水,2,2,3
901,731,広島,大宮,0,1,1
902,731,G大阪,仙台,0,1,1
903,731,柏,徳島,1,2,0
904,731,新潟,鹿島,2,1,2
905,731,鳥栖,神戸,1,2,1
906,731,福岡,松本,2,1,2
907,731,富山,栃木,1,1,0
908,731,岐阜,大分,2,2,3
909,731,愛媛,長崎,2,0,3
910,734,浦和,G大阪,2,0,2
911,734,神戸,横浜M,2,1,2
912,734,仙台,C大阪,0,3,3
913,734,F東京,新潟,2,1,3
914,734,清水,名古屋,0,2,2
915,734,徳島,鳥栖,2,0,1
916,734,鹿島,川崎,1,2,1
917,734,甲府,広島,1,2,0
918,734,大宮,柏,2,1,2
919,734,京都,岐阜,0,0,0
920,734,大分,湘南,2,2,3
921,734,山形,東京V,2,1,2
922,734,栃木,長崎,1,1,0
923,750,仙台,山形,1,2,0
924,750,名古屋,松本,0,3,3
925,750,G大阪,F東京,0,2,2
926,750,鳥栖,新潟,1,2,1
927,750,横浜M,川崎,2,1,3
928,750,広島,甲府,1,2,0
929,750,神戸,柏,2,0,1
930,750,湘南,浦和,2,1,3
931,750,清水,鹿島,1,3,1
932,750,長崎,千葉,2,0,1
933,750,磐田,北九州,1,3,1
934,750,福岡,京都,2,1,3
935,750,栃木,札幌,2,1,2
936,751,新潟,清水,0,0,0
937,751,F東京,横浜M,0,0,0
938,751,甲府,名古屋,1,1,0
939,751,浦和,山形,1,1,0
940,751,川崎,神戸,0,2,2
941,751,鹿島,湘南,2,1,2
942,751,鳥栖,G大阪,1,1,0
943,751,松本,広島,2,1,2
944,751,札幌,長崎,2,0,1
945,751,大分,岡山,2,0,1
946,751,岐阜,讃岐,1,1,0
947,751,愛媛,福岡,1,2,1
948,751,熊本,群馬,0,2,2
949,753,札幌,福岡,1,2,1
950,753,甲府,G大阪,2,0,2
951,753,新潟,柏,1,3,2
952,753,清水,松本,2,0,1
953,753,広島,浦和,0,0,0
954,753,山形,川崎,1,1,0
955,753,横浜M,鳥栖,1,1,0
956,753,湘南,仙台,0,0,0
957,753,名古屋,鹿島,0,1,1
958,753,神戸,F東京,2,0,2
959,753,長崎,北九州,1,2,0
960,753,愛媛,熊本,2,0,1
961,753,大宮,京都,1,2,1
962,754,新潟,広島,0,0,0
963,754,横浜M,清水,1,2,0
964,754,名古屋,仙台,1,3,2
965,754,松本,F東京,0,1,1
966,754,鳥栖,湘南,0,0,0
967,754,神戸,山形,1,3,1
968,754,栃木,徳島,1,2,1
969,754,磐田,大分,1,2,1
970,754,岐阜,金沢,2,0,2
971,754,福岡,熊本,1,1,0
972,754,長崎,東京V,0,1,1
973,754,千葉,岡山,1,1,0
974,754,C大阪,横浜C,1,2,0
975,756,仙台,清水,1,2,1
976,756,川崎,新潟,1,4,1
977,756,F東京,甲府,1,1,0
978,756,広島,神戸,2,0,1
979,756,柏,横浜M,2,1,2
980,756,山形,湘南,2,1,2
981,756,浦和,松本,1,1,0
982,756,札幌,東京V,0,1,1
983,756,福岡,水戸,1,1,0
984,756,京都,千葉,2,0,2
985,756,金沢,群馬,1,2,1
986,756,長崎,栃木,1,1,0
987,756,横浜C,磐田,2,2,3
988,758,熊本,横浜C,2,0,1
989,758,松本,柏,2,1,3
990,758,横浜M,仙台,0,1,1
991,758,名古屋,広島,1,2,0
992,758,清水,G大阪,2,2,3
993,758,湘南,F東京,2,0,1
994,758,神戸,甲府,1,4,1
995,758,鳥栖,山形,1,1,0
996,758,川崎,浦和,0,1,1
997,758,鹿島,新潟,0,1,1
998,758,東京V,岐阜,1,4,3
999,758,京都,長崎,2,1,4
1000,758,千葉,大宮,1,2,0
1001,759,山形,松本,0,0,0
1002,759,甲府,鳥栖,2,0,3
1003,759,新潟,神戸,0,2,2
1004,759,F東京,広島,2,1,2
1005,759,浦和,横浜M,1,2,1
1006,759,仙台,川崎,2,2,3
1007,759,湘南,G大阪,2,0,2
1008,759,名古屋,清水,1,3,1
1009,759,岐阜,栃木,2,0,1
1010,759,岡山,熊本,1,3,0
1011,759,札幌,水戸,1,1,0
1012,759,金沢,讃岐,1,1,0
1013,759,横浜C,長崎,0,2,2
1014,761,鹿島,神戸,2,1,2
1015,761,松本,仙台,1,1,0
1016,761,広島,清水,1,2,0
1017,761,横浜M,湘南,1,3,0
1018,761,鳥栖,柏,0,1,1
1019,761,浦和,名古屋,1,2,1
1020,761,山形,F東京,2,0,1
1021,761,川崎,甲府,1,3,0
1022,761,G大阪,新潟,1,2,1
1023,761,岡山,札幌,2,0,1
1024,761,栃木,愛媛,2,0,1
1025,761,東京V,群馬,1,2,0
1026,761,福岡,岐阜,0,2,2
1027,762,仙台,鹿島,2,1,2
1028,762,川崎,柏,2,1,4
1029,762,新潟,F東京,2,0,1
1030,762,湘南,鳥栖,1,4,2
1031,762,神戸,名古屋,2,0,1
1032,762,清水,山形,0,3,3
1033,762,G大阪,松本,1,1,0
1034,762,横浜M,広島,2,1,2
1035,762,甲府,浦和,2,0,2
1036,762,徳島,大宮,0,0,0
1037,762,水戸,岡山,1,1,0
1038,762,岐阜,長崎,1,1,0
1039,762,大分,栃木,2,0,1
1040,763,名古屋,湘南,1,3,0
1041,763,浦和,G大阪,1,1,0
1042,763,鹿島,甲府,2,0,1
1043,763,F東京,川崎,1,2,1
1044,763,広島,仙台,1,2,0
1045,763,松本,新潟,2,1,2
1046,763,山形,横浜M,1,1,0
1047,763,柏,清水,0,0,0
1048,763,鳥栖,神戸,0,1,1
1049,763,札幌,磐田,1,3,0
1050,763,栃木,熊本,0,2,2
1051,763,讃岐,東京V,1,1,0
1052,763,長崎,岡山,0,2,2
1053,764,松本,甲府,1,2,0
1054,764,新潟,山形,0,1,1
1055,764,清水,鳥栖,0,2,2
1056,764,川崎,広島,2,0,1
1057,764,横浜M,名古屋,1,2,0
1058,764,湘南,神戸,0,1,1
1059,764,仙台,F東京,2,2,3
1060,764,岡山,栃木,0,0,0
1061,764,C大阪,磐田,2,1,2
1062,764,愛媛,札幌,0,0,0
1063,764,水戸,長崎,2,1,3
1064,764,大宮,北九州,1,2,0
1065,764,熊本,大分,0,0,0
1066,765,札幌,熊本,2,2,3
1067,765,名古屋,川崎,2,0,1
1068,765,山形,柏,1,3,0
1069,765,横浜M,新潟,1,1,0
1070,765,甲府,湘南,2,0,1
1071,765,広島,G大阪,2,0,1
1072,765,仙台,浦和,0,4,4
1073,765,鳥栖,松本,0,1,1
1074,765,F東京,鹿島,2,0,1
1075,765,神戸,清水,2,1,2
1076,765,大分,横浜C,0,1,1
1077,765,京都,東京V,0,1,1
1078,765,岐阜,愛媛,1,2,1
1079,766,甲府,山形,1,2,0
1080,766,新潟,仙台,2,0,3
1081,766,鹿島,広島,0,2,2
1082,766,清水,横浜M,2,1,2
1083,766,浦和,F東京,1,4,1
1084,766,松本,神戸,1,2,0
1085,766,G大阪,川崎,0,1,1
1086,766,名古屋,鳥栖,2,0,1
1087,766,群馬,札幌,2,0,2
1088,766,福岡,岡山,1,1,0
1089,766,水戸,大分,0,1,1
1090,766,大宮,磐田,0,1,1
1091,766,愛媛,京都,1,3,2
1092,768,山形,神戸,2,0,1
1093,768,F東京,名古屋,2,0,1
1094,768,川崎,鳥栖,1,3,2
1095,768,松本,横浜M,2,0,3
1096,768,広島,新潟,1,4,2
1097,768,湘南,清水,1,4,0
1098,768,仙台,甲府,2,0,1
1099,768,水戸,京都,2,0,2
1100,768,岡山,横浜C,0,0,0
1101,768,長崎,愛媛,1,3,1
1102,768,栃木,金沢,0,1,1
1103,768,磐田,群馬,2,1,2
1104,768,徳島,札幌,2,1,2
1105,770,新潟,甲府,2,0,2
1106,770,名古屋,山形,0,0,0
1107,770,神戸,仙台,2,0,1
1108,770,横浜M,G大阪,0,1,1
1109,770,鳥栖,浦和,2,1,6
1110,770,湘南,広島,0,0,0
1111,770,鹿島,松本,1,3,1
1112,770,F東京,柏,1,2,1
1113,770,清水,川崎,1,5,2
1114,770,東京V,栃木,1,3,2
1115,770,京都,熊本,1,2,1
1116,770,徳島,磐田,0,2,2
1117,770,北九州,大分,1,2,1
1118,772,栃木,群馬,1,5,1
1119,772,仙台,鳥栖,1,5,0
1120,772,浦和,清水,1,1,0
1121,772,川崎,湘南,1,2,1
1122,772,松本,F東京,2,1,2
1123,772,甲府,横浜M,0,1,1
1124,772,山形,鹿島,0,2,2
1125,772,柏,広島,2,2,3
1126,772,新潟,名古屋,0,1,1
1127,772,G大阪,神戸,0,0,0
1128,772,岡山,東京V,2,0,1
1129,772,磐田,金沢,1,2,1
1130,772,熊本,長崎,1,1,0
1131,774,横浜M,鹿島,2,0,3
1132,774,清水,甲府,2,0,2
1133,774,G大阪,仙台,0,1,1
1134,774,広島,山形,1,5,1
1135,774,鳥栖,F東京,2,1,2
1136,774,川崎,松本,1,2,0
1137,774,湘南,新潟,2,1,3
1138,774,名古屋,柏,1,1,0
1139,774,神戸,浦和,0,1,1
1140,774,横浜C,大宮,2,0,3
1141,774,讃岐,長崎,0,0,0
1142,774,札幌,北九州,0,1,1
1143,774,東京V,熊本,2,0,2
1144,775,山形,G大阪,2,1,3
1145,775,浦和,新潟,1,5,2
1146,775,F東京,清水,1,3,2
1147,775,神戸,横浜M,0,1,1
1148,775,鳥栖,広島,0,2,2
1149,775,甲府,柏,0,1,1
1150,775,仙台,名古屋,1,2,0
1151,775,鹿島,川崎,2,2,3
1152,775,松本,湘南,2,2,3
1153,775,大宮,東京V,2,0,2
1154,775,徳島,千葉,1,2,1
1155,775,水戸,横浜C,2,0,1
1156,775,岐阜,群馬,0,1,1
1157,778,仙台,広島,2,3,4
1158,778,川崎,F東京,1,2,0
1159,778,新潟,鹿島,2,2,3
1160,778,清水,神戸,2,0,5
1161,778,G大阪,甲府,1,2,1
1162,778,横浜M,山形,0,1,1
1163,778,柏,鳥栖,2,2,3
1164,778,湘南,名古屋,1,2,1
1165,778,松本,浦和,2,1,2
1166,778,大宮,岡山,1,3,0
1167,778,岐阜,横浜C,2,0,1
1168,778,東京V,大分,2,1,2
1169,778,長崎,京都,1,1,0
1170,780,福岡,大宮,2,1,3
1171,780,浦和,広島,2,1,2
1172,780,湘南,甲府,2,0,2
1173,780,松本,鹿島,1,2,0
1174,780,G大阪,横浜M,0,2,2
1175,780,F東京,山形,0,0,0
1176,780,仙台,神戸,2,1,2
1177,780,柏,川崎,1,1,0
1178,780,新潟,鳥栖,1,1,0
1179,780,清水,名古屋,0,2,2
1180,780,磐田,千葉,1,1,0
1181,780,横浜C,熊本,2,0,3
1182,780,大分,長崎,1,2,1
1183,782,山形,新潟,2,1,3
1184,782,鹿島,F東京,1,2,1
1185,782,甲府,松本,2,0,1
1186,782,名古屋,浦和,1,2,1
1187,782,神戸,G大阪,2,1,2
1188,782,鳥栖,湘南,0,1,1
1189,782,仙台,柏,2,0,1
1190,782,川崎,清水,1,3,2
1191,782,広島,横浜M,1,2,0
1192,782,磐田,C大阪,2,0,1
1193,782,讃岐,北九州,1,1,0
1194,782,札幌,愛媛,2,0,1
1195,782,東京V,京都,1,1,0
1196,784,京都,札幌,1,2,0
1197,784,北九州,大宮,2,1,2
1198,784,長崎,横浜C,1,2,0
1199,784,千葉,徳島,1,1,0
1200,784,愛媛,C大阪,1,2,1
1201,784,水戸,金沢,0,1,1
1202,784,東京V,讃岐,1,2,0
1203,784,福岡,大分,0,1,1
1204,784,岡山,磐田,2,1,2
1205,784,熊本,栃木,1,2,0
1206,784,群馬,岐阜,*,0,0
1207,784,福島,鳥取,1,1,0
1208,784,藤枝,長野,1,2,1
1209,785,横浜C,東京V,2,1,6
1210,785,金沢,福岡,2,0,1
1211,785,C大阪,千葉,0,1,1
1212,785,岡山,北九州,2,0,1
1213,785,大分,愛媛,2,0,1
1214,785,讃岐,群馬,2,0,1
1215,785,大宮,栃木,1,1,0
1216,785,磐田,京都,0,3,3
1217,785,岐阜,熊本,2,0,1
1218,785,徳島,水戸,1,1,0
1219,785,長崎,札幌,0,0,0
1220,785,秋田,藤枝,0,0,0
1221,785,富山,盛岡,1,1,0
1222,787,千葉,長崎,0,1,1
1223,787,山形,鳥栖,2,1,3
1224,787,F東京,G大阪,1,2,1
1225,787,横浜M,甲府,1,2,0
1226,787,清水,新潟,0,1,1
1227,787,広島,柏,2,0,3
1228,787,浦和,湘南,1,1,0
1229,787,松本,名古屋,2,0,1
1230,787,神戸,川崎,1,2,0
1231,787,鹿島,仙台,1,3,2
1232,787,C大阪,岐阜,1,1,0
1233,787,京都,大分,1,2,1
1234,787,徳島,東京V,1,1,0
1235,788,甲府,神戸,1,1,0
1236,788,鹿島,山形,1,3,0
1237,788,新潟,広島,2,0,2
1238,788,名古屋,F東京,0,0,0
1239,788,鳥栖,横浜M,2,1,2
1240,788,浦和,仙台,1,3,1
1241,788,湘南,川崎,1,2,1
1242,788,東京V,愛媛,2,0,1
1243,788,磐田,徳島,1,3,1
1244,788,大分,C大阪,2,1,3
1245,788,横浜C,千葉,2,0,1
1246,788,京都,金沢,0,1,1
1247,788,長崎,讃岐,0,0,0
1248,792,鹿島,F東京,1,3,0
1249,792,浦和,新潟,1,3,0
1250,792,名古屋,G大阪,0,1,1
1251,792,神戸,柏,2,2,3
1252,792,大分,長崎,1,3,0
1253,792,松本,金沢,1,2,1
1254,792,水戸,北九州,1,2,1
1255,792,磐田,福岡,2,0,1
1256,792,大宮,東京V,1,3,1
1257,792,千葉,岐阜,1,1,0
1258,792,札幌,横浜C,1,1,0
1259,792,山形,讃岐,1,3,1
1260,792,富山,長野,0,0,0
1261,794,鹿島,G大阪,2,1,2
1262,794,名古屋,仙台,2,0,1
1263,794,F東京,神戸,1,3,0
1264,794,新潟,横浜M,0,1,1
1265,794,鳥栖,清水,0,0,0
1266,794,甲府,川崎,2,1,3
1267,794,山形,広島,2,1,3
1268,794,湘南,松本,0,1,1
1269,794,金沢,磐田,2,0,3
1270,794,讃岐,福岡,2,0,1
1271,794,大分,熊本,2,0,1
1272,794,千葉,京都,0,1,1
1273,794,岐阜,北九州,1,1,0
1274,795,甲府,鹿島,2,0,1
1275,795,仙台,湘南,0,1,1
1276,795,横浜M,F東京,1,1,0
1277,795,清水,浦和,2,1,4
1278,795,広島,鳥栖,0,0,0
1279,795,川崎,名古屋,1,6,1
1280,795,神戸,新潟,2,1,2
1281,795,松本,G大阪,0,1,1
1282,795,柏,山形,0,0,0
1283,795,熊本,京都,0,0,0
1284,795,岡山,群馬,1,3,0
1285,795,福岡,札幌,1,2,1
1286,795,大宮,C大阪,2,1,2
1287,796,松本,山形,0,2,2
1288,796,札幌,岐阜,2,1,2
1289,796,長崎,金沢,0,1,1
1290,796,東京V,大宮,2,0,1
1291,796,徳島,横浜C,0,0,0
1292,796,群馬,磐田,2,2,3
1293,796,千葉,栃木,1,2,0
1294,796,京都,岡山,0,0,0
1295,796,愛媛,讃岐,1,1,0
1296,796,熊本,福岡,2,0,1
1297,796,大分,北九州,1,2,1
1298,796,C大阪,水戸,0,2,2
1299,796,鳥取,相模原,1,6,2
1300,797,山形,仙台,0,1,1
1301,797,湘南,横浜M,0,1,1
1302,797,鳥栖,甲府,2,0,1
1303,797,F東京,松本,1,1,0
1304,797,新潟,川崎,2,1,2
1305,797,清水,広島,2,1,5
1306,797,鹿島,浦和,2,1,2
1307,797,G大阪,柏,1,3,1
1308,797,名古屋,神戸,1,2,0
1309,797,札幌,群馬,0,0,0
1310,797,水戸,岐阜,2,0,2
1311,797,大宮,千葉,1,2,1
1312,797,岡山,大分,1,1,0
1313,798,仙台,横浜M,2,1,3
1314,798,松本,清水,1,1,0
1315,798,神戸,鹿島,2,0,2
1316,798,浦和,鳥栖,0,1,1
1317,798,湘南,山形,2,0,1
1318,798,甲府,新潟,0,0,0
1319,798,広島,F東京,2,0,1
1320,798,川崎,G大阪,1,5,3
1321,798,北九州,横浜C,1,3,1
1322,798,大分,讃岐,0,0,0
1323,798,金沢,栃木,0,2,2
1324,798,磐田,大宮,0,2,2
1325,798,C大阪,福岡,2,0,1
1326,800,鹿島,神戸,1,4,1
1327,800,G大阪,新潟,1,2,0
1328,800,東京V,岡山,0,1,1
1329,800,C大阪,北九州,1,1,0
1330,800,福岡,千葉,1,1,0
1331,800,札幌,金沢,1,2,1
1332,800,栃木,大分,0,1,1
1333,800,京都,岐阜,0,0,0
1334,800,愛媛,長崎,0,0,0
1335,800,熊本,大宮,1,3,0
1336,800,讃岐,横浜C,0,1,1
1337,800,水戸,磐田,0,1,1
1338,800,徳島,群馬,2,0,1
1339,801,F東京,湘南,2,1,2
1340,801,横浜M,神戸,1,2,1
1341,801,広島,川崎,1,2,1
1342,801,清水,仙台,2,0,1
1343,801,G大阪,浦和,1,2,1
1344,801,新潟,松本,1,2,0
1345,801,鳥栖,名古屋,0,0,0
1346,801,山形,甲府,2,0,1
1347,801,磐田,札幌,1,3,0
1348,801,岡山,金沢,0,0,0
1349,801,横浜C,京都,0,0,0
1350,801,福岡,栃木,1,4,2
1351,801,千葉,大分,0,2,2
1352,802,F東京,浦和,2,3,4
1353,802,川崎,横浜M,2,0,1
1354,802,松本,鳥栖,2,1,2
1355,802,名古屋,新潟,1,4,2
1356,802,神戸,山形,1,3,1
1357,802,湘南,鹿島,1,2,1
1358,802,甲府,広島,2,0,2
1359,802,横浜C,岡山,0,0,0
1360,802,C大阪,讃岐,0,0,0
1361,802,熊本,磐田,2,0,2
1362,802,栃木,東京V,2,0,1
1363,802,大分,札幌,1,2,0
1364,802,徳島,福岡,2,0,3
1365,803,札幌,千葉,1,3,2
1366,803,水戸,群馬,0,0,0
1367,803,C大阪,熊本,0,1,1
1368,803,岡山,讃岐,2,1,2
1369,803,大分,金沢,2,0,1
1370,803,愛媛,岐阜,1,3,0
1371,803,北九州,京都,2,1,2
1372,803,大宮,長崎,1,2,1
1373,803,東京V,磐田,2,0,3
1374,803,徳島,栃木,0,1,1
1375,803,福岡,横浜C,1,4,0
1376,803,秋田,琉球,0,3,3
1377,803,Ｙ横浜,富山,2,0,2
1378,804,山形,清水,2,1,2
1379,804,浦和,川崎,0,1,1
1380,804,名古屋,甲府,1,4,2
1381,804,神戸,松本,1,2,1
1382,804,鳥栖,仙台,1,1,0
1383,804,鹿島,横浜M,1,2,0
1384,804,新潟,湘南,2,0,2
1385,804,千葉,東京V,1,1,0
1386,804,横浜C,大分,1,1,0
1387,804,磐田,長崎,1,4,2
1388,804,金沢,C大阪,1,3,0
1389,804,岐阜,岡山,0,0,0
1390,804,熊本,水戸,0,1,1
1391,805,仙台,松本,1,2,1
1392,805,神戸,横浜M,1,1,0
1393,805,鳥栖,山形,1,4,3
1394,805,柏,甲府,0,1,1
1395,805,川崎,G大阪,2,0,2
1396,805,栃木,京都,2,0,1
1397,805,磐田,横浜C,0,0,0
1398,805,徳島,熊本,1,2,1
1399,805,岡山,千葉,1,1,0
1400,805,長崎,C大阪,1,2,0
1401,805,東京V,金沢,0,1,1
1402,805,讃岐,岐阜,1,3,0
1403,805,群馬,北九州,2,1,2
1404,806,鹿島,名古屋,1,1,0
1405,806,浦和,神戸,1,5,2
1406,806,横浜M,松本,0,0,0
1407,806,甲府,清水,0,2,2
1408,806,広島,湘南,1,5,0
1409,806,F東京,鳥栖,0,0,0
1410,806,川崎,仙台,1,1,0
1411,806,横浜C,群馬,1,1,0
1412,806,C大阪,東京V,1,2,0
1413,806,北九州,長崎,1,2,1
1414,806,札幌,栃木,1,4,1
1415,806,金沢,大宮,2,1,2
1416,806,愛媛,徳島,1,3,0
1417,808,バイエルンミュンヘン,ヘルタＢＳC,1,2,0
1418,808,ヴェルダーブレーメン,ハンブルガーＳV,2,1,3
1419,808,ハノーファー９６,FCインゴルシュタット,1,4,0
1420,808,ホッフェンハイム,ボルシアメンヘングラードバッ,0,3,3
1421,808,FＳVマインツ０５,アイントラハトフランクフルト,1,2,1
1422,808,ボルシアドルトムント,VFＢシュツットガルト,1,4,1
1423,808,バイヤーレヴァークーゼン,シャルケ０４,0,1,1
1424,808,アストンヴィラ,ワトフォード,2,2,3
1425,808,ＡFCボーンマウス,エヴァートン,0,3,3
1426,808,マンチェスターシティ,サウザンプトン,1,3,1
1427,808,サンダーランド,ストークシティ,1,2,0
1428,808,レスターシティ,マンチェスターユナイテッド,0,1,1
1429,808,クリスタルパレス,ニューカッスルユナイテッド,1,5,1
1430,809,ハンブルガーＳV,FＳVマインツ０５,2,1,3
1431,809,１．FCケルン,FCアウグスブルク,2,0,1
1432,809,ヘルタＢＳC,バイヤーレヴァークーゼン,1,2,1
1433,809,FCインゴルシュタット,ホッフェンハイム,0,1,1
1434,809,VFＬヴォルフスブルク,ボルシアドルトムント,2,1,2
1435,809,ボルシアメンヘングラードバッ,バイエルンミュンヘン,1,3,1
1436,809,マンチェスターユナイテッド,ウェストハムユナイテッド,0,0,0
1437,809,スウォンジーシティ,レスターシティ,2,0,3
1438,809,ワトフォード,ノーウィッチシティ,1,2,0
1439,809,サウザンプトン,アストンヴィラ,0,1,1
1440,809,ウェストブロムウィッチアルビオ,トテナムホットスパー,0,1,1
1441,809,ストークシティ,マンチェスターシティ,1,2,0
1442,809,チェルシー,ＡFCボーンマウス,2,0,1
1443,811,バイエルンミュンヘン,FCインゴルシュタット,1,2,0
1444,811,VFＬヴォルフスブルク,ハンブルガーＳV,0,1,1
1445,811,ヴェルダーブレーメン,１．FCケルン,0,1,1
1446,811,ホッフェンハイム,ハノーファー９６,1,1,0
1447,811,ＳVダルムシュタット,ヘルタＢＳC,2,0,4
1448,811,バイヤーレヴァークーゼン,ボルシアメンヘングラードバッ,1,5,0
1449,811,FCアウグスブルク,シャルケ０４,1,2,1
1450,811,ボルシアドルトムント,アイントラハトフランクフルト,1,4,1
1451,811,ノーウィッチシティ,エヴァートン,0,1,1
1452,811,クリスタルパレス,サウザンプトン,1,1,0
1453,811,マンチェスターシティ,スウォンジーシティ,1,2,1
1454,811,サンダーランド,ワトフォード,2,0,1
1455,811,ウェストハムユナイテッド,ストークシティ,0,0,0
1456,812,ハンブルガーＳV,FCアウグスブルク,2,0,1
1457,812,アイントラハトフランクフルト,ヴェルダーブレーメン,1,2,1
1458,812,１．FCケルン,ボルシアドルトムント,1,2,1
1459,812,ハノーファー９６,バイエルンミュンヘン,2,0,1
1460,812,FCインゴルシュタット,バイヤーレヴァークーゼン,2,0,1
1461,812,VFＢシュツットガルト,VFＬヴォルフスブルク,1,3,1
1462,812,チェルシー,サンダーランド,1,3,1
1463,812,エヴァートン,レスターシティ,2,2,3
1464,812,マンチェスターユナイテッド,ノーウィッチシティ,2,1,2
1465,812,サウザンプトン,トテナムホットスパー,2,0,2
1466,812,ストークシティ,クリスタルパレス,2,1,2
1467,812,ウェストブロムウィッチアルビオ,ＡFCボーンマウス,2,1,2
