,HomeTeam,Awayteam,LotteryNo,league,section,year,mon,day,boteHome,boteDraw,boteAway,home_rank,home_point,home_win,home_draw,home_lose,home_win_onHome,home_draw_onHome,home_lose_onHome,home_getScore,home_AvegetScore,home_lossScore,home_AvelossScore,home_shootNum,home_shootedNum,home_getCount_0,home_getCount_1,home_getCount_2,home_getCount_3,home_lossCount_0,home_lossCount_1,home_lossCount_2,home_lossCount_3,home_RecentScore,home_RecentAveScore,home_RecentLoss,home_RecentAveLoss,away_rank,away_point,away_win,away_draw,away_lose,away_win_onAway,away_draw_onAway,away_lose_onAway,away_getScore,away_AvegetScore,away_lossScore,away_AvelossScore,away_shootNum,away_shootedNum,away_getCount_0,away_getCount_1,away_getCount_2,away_getCount_3,away_lossCount_0,away_lossCount_1,away_lossCount_2,away_lossCount_3,away_RecentScore,away_RecentAveScore,away_RecentLoss,away_RecentAveLoss
1627,栃木,東京V,802,J2,38,2015,10,25,20,23,57,22,33,9,6,7,3,5,3,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67,7,31,8,7,7,7,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
1628,大分,札幌,802,J2,38,2015,10,25,30,31,39,21,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,13,17,4,5,11,13,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
1629,磐田,札幌,801,J2,37,2015,10,18,66,18,16,2,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,9,17,4,5,11,9,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
1630,岡山,金沢,801,J2,37,2015,10,18,58,28,14,10,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,12,28,7,7,8,12,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1631,横浜C,京都,801,J2,37,2015,10,18,35,36,29,16,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,18,34,9,7,6,18,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
1632,福岡,栃木,801,J2,37,2015,10,18,80,12,8,3,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,22,33,9,6,7,22,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1633,東京V,岡山,800,J2,36,2015,10,10,41,26,33,6,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,10,27,7,6,9,10,27,7,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33
1634,C大阪,北九州,800,J2,36,2015,10,10,75,14,11,4,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,12,44,14,2,6,12,44,14,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33
1635,福岡,千葉,800,J2,36,2015,10,10,47,24,29,3,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,5,29,9,2,11,5,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
1636,札幌,金沢,800,J2,36,2015,10,10,50,31,19,13,17,4,5,11,1,3,6,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2,9,28,7,7,8,9,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1637,栃木,大分,800,J2,36,2015,10,10,32,28,40,22,33,9,6,7,3,5,3,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67,21,25,7,4,9,21,25,7,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67
1638,京都,岐阜,800,J2,36,2015,10,10,56,23,21,18,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,19,31,9,4,4,19,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
1639,愛媛,長崎,800,J2,36,2015,10,10,29,27,44,8,18,4,6,12,2,3,7,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33,7,40,11,7,4,7,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
1640,熊本,大宮,800,J2,36,2015,10,10,11,14,75,14,38,12,2,4,7,2,1,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1,1,29,8,5,9,1,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
1641,讃岐,横浜C,800,J2,36,2015,10,10,28,31,41,17,12,2,6,10,1,3,5,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1,15,20,6,2,11,15,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1642,水戸,磐田,800,J2,36,2015,10,10,13,14,73,20,30,8,6,8,4,3,5,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33,2,30,7,9,6,2,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
1643,北九州,横浜C,798,J2,35,2015,10,04,51,22,27,12,44,14,2,6,8,1,3,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33,14,20,6,2,11,14,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1644,大分,讃岐,798,J2,35,2015,10,04,58,24,18,21,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,17,12,2,6,10,17,12,2,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1
1645,金沢,栃木,798,J2,35,2015,10,04,60,26,14,9,28,7,7,8,3,5,3,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67,22,33,9,6,7,22,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1646,磐田,大宮,798,J2,35,2015,10,04,34,24,42,2,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,1,29,8,5,9,1,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
1647,札幌,群馬,797,J2,34,2015,09,27,64,20,16,12,17,4,5,11,1,3,6,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2,15,19,6,1,15,15,19,6,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33
1648,水戸,岐阜,797,J2,34,2015,09,27,54,26,20,18,30,8,6,8,4,3,5,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33,20,31,9,4,4,20,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
1649,大宮,千葉,797,J2,34,2015,09,27,67,17,16,1,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,7,29,9,2,11,7,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
1650,札幌,岐阜,796,J2,33,2015,09,23,77,13,10,11,17,4,5,11,1,3,6,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2,20,31,9,4,4,20,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
1651,長崎,金沢,796,J2,33,2015,09,23,54,29,17,7,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,9,28,7,7,8,9,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1652,東京V,大宮,796,J2,33,2015,09,23,32,21,47,5,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,1,29,8,5,9,1,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
1653,徳島,横浜C,796,J2,33,2015,09,23,53,25,22,12,44,13,5,4,5,4,2,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67,16,20,6,2,11,16,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1654,群馬,磐田,796,J2,33,2015,09,23,11,12,77,15,19,6,1,15,2,1,8,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33,2,30,7,9,6,2,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
1655,千葉,栃木,796,J2,33,2015,09,23,70,21,9,8,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,21,33,9,6,7,21,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1656,京都,岡山,796,J2,33,2015,09,23,38,32,30,19,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,14,27,7,6,9,14,27,7,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33
1657,愛媛,讃岐,796,J2,33,2015,09,23,75,15,10,6,18,4,6,12,2,3,7,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33,17,12,2,6,10,17,12,2,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1
1658,熊本,福岡,796,J2,33,2015,09,23,21,22,57,13,38,12,2,4,7,2,1,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1,4,40,12,4,6,4,40,12,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67
1659,大分,北九州,796,J2,33,2015,09,23,27,25,48,22,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,10,44,14,2,6,10,44,14,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33
1660,C大阪,水戸,796,J2,33,2015,09,23,83,10,7,3,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,18,30,8,6,8,18,30,8,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33
1661,熊本,京都,795,J2,32,2015,09,20,26,25,49,12,38,12,2,4,7,2,1,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1,19,34,9,7,6,19,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
1662,岡山,群馬,795,J2,32,2015,09,20,42,28,30,16,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,13,19,6,1,15,13,19,6,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33
1663,福岡,札幌,795,J2,32,2015,09,20,46,26,28,5,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,10,17,4,5,11,10,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
1664,金沢,磐田,794,J2,31,2015,09,13,12,16,72,9,28,7,7,8,3,5,3,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67,2,30,7,9,6,2,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
1665,讃岐,福岡,794,J2,31,2015,09,13,22,20,58,14,12,2,6,10,1,3,5,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1,5,40,12,4,6,5,40,12,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67
1666,大分,熊本,794,J2,31,2015,09,13,31,33,36,22,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,15,38,12,2,4,15,38,12,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1
1667,千葉,京都,794,J2,31,2015,09,13,67,19,14,7,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,18,34,9,7,6,18,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
1668,東京V,愛媛,788,J2,30,2015,08,23,53,19,28,3,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,6,18,4,6,12,6,18,4,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33
1669,磐田,徳島,788,J2,30,2015,08,23,66,18,16,2,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,13,44,13,5,4,13,44,13,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67
1670,大分,C大阪,788,J2,30,2015,08,23,11,17,72,21,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,4,42,13,3,4,4,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
1671,横浜C,千葉,788,J2,30,2015,08,23,14,20,66,16,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,7,29,9,2,11,7,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
1672,京都,金沢,788,J2,30,2015,08,23,56,23,21,18,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,9,28,7,7,8,9,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1673,千葉,長崎,787,J2,29,2015,08,15,48,25,27,7,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,8,40,11,7,4,8,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
1674,C大阪,岐阜,787,J2,29,2015,08,15,85,9,6,4,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,22,31,9,4,4,22,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
1675,京都,大分,787,J2,29,2015,08,15,51,29,20,19,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,21,25,7,4,9,21,25,7,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67
1676,横浜C,東京V,785,J2,28,2015,08,08,21,17,62,11,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,3,31,8,7,7,3,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
1677,金沢,福岡,785,J2,28,2015,08,08,41,31,28,5,28,7,7,8,3,5,3,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67,6,40,12,4,6,6,40,12,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67
1678,C大阪,千葉,785,J2,28,2015,08,08,56,19,25,4,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,7,29,9,2,11,7,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
1679,岡山,北九州,785,J2,28,2015,08,08,36,30,34,16,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,13,44,14,2,6,13,44,14,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33
1680,大分,愛媛,785,J2,28,2015,08,08,41,21,38,21,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,9,18,4,6,12,9,18,4,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33
1681,讃岐,群馬,785,J2,28,2015,08,08,47,26,27,12,12,2,6,10,1,3,5,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1,15,19,6,1,15,15,19,6,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33
1682,大宮,栃木,785,J2,28,2015,08,08,86,8,6,1,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,20,33,9,6,7,20,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1683,磐田,京都,785,J2,28,2015,08,08,75,14,11,2,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,19,34,9,7,6,19,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
1684,岐阜,熊本,785,J2,28,2015,08,08,22,18,60,22,31,9,4,4,4,3,1,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33,14,38,12,2,4,14,38,12,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1
1685,徳島,水戸,785,J2,28,2015,08,08,38,27,35,17,44,13,5,4,5,4,2,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67,18,30,8,6,8,18,30,8,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33
1686,長崎,札幌,785,J2,28,2015,08,08,60,19,21,8,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,10,17,4,5,11,10,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
1687,秋田,藤枝,785,J3,25,2015,08,09,36,23,41,11,43,13,4,0,6,3,0,29,1.71,4,0.24,157,136,3,5,5,4,13,4,0,0,6,2,0,0,9,30,9,3,6,9,30,9,33,1.83,29,1.6099999999999999,206,143,3,6,2,7,2,6,7,3,4,1.33,4,1.33
1688,京都,札幌,784,J2,27,2015,08,01,40,26,34,21,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,9,17,4,5,11,9,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
1689,北九州,大宮,784,J2,27,2015,08,01,9,13,78,13,44,14,2,6,8,1,3,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33,1,29,8,5,9,1,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
1690,長崎,横浜C,784,J2,27,2015,08,01,59,23,18,8,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,11,20,6,2,11,11,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1691,千葉,徳島,784,J2,27,2015,08,01,52,23,25,7,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,16,44,13,5,4,16,44,13,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67
1692,愛媛,C大阪,784,J2,27,2015,08,01,14,16,70,10,18,4,6,12,2,3,7,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33,3,42,13,3,4,3,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
1693,水戸,金沢,784,J2,27,2015,08,01,35,30,35,17,30,8,6,8,4,3,5,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33,5,28,7,7,8,5,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1694,東京V,讃岐,784,J2,27,2015,08,01,62,20,18,4,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,12,12,2,6,10,12,12,2,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1
1695,福岡,大分,784,J2,27,2015,08,01,46,25,29,6,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,20,25,7,4,9,20,25,7,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67
1696,岡山,磐田,784,J2,27,2015,08,01,16,24,60,15,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,2,30,7,9,6,2,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
1697,熊本,栃木,784,J2,27,2015,08,01,50,25,25,18,38,12,2,4,7,2,1,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1,19,33,9,6,7,19,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1698,群馬,岐阜,784,J2,27,2015,08,01,48,26,26,14,19,6,1,15,2,1,8,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33,22,31,9,4,4,22,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
1699,福島,鳥取,784,J3,24,2015,08,02,28,22,50,8,15,4,3,11,2,3,5,21,1.17,33,1.83,194,165,6,5,6,1,2,4,9,3,2,0.67,4,1.33,5,30,9,3,6,5,30,9,23,1.28,20,1.11,158,155,4,7,5,2,5,9,2,2,1,0.33,7,2.33
1700,大宮,岡山,778,J2,23,2015,07,12,73,17,10,1,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,12,27,7,6,9,12,27,7,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33
1701,岐阜,横浜C,778,J2,23,2015,07,12,20,25,55,21,31,9,4,4,4,3,1,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33,9,20,6,2,11,9,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1702,東京V,大分,778,J2,23,2015,07,12,61,23,16,8,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,22,25,7,4,9,22,25,7,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67
1703,大宮,東京V,775,J2,20,2015,06,28,81,10,9,1,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,11,31,8,7,7,11,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
1704,徳島,千葉,775,J2,20,2015,06,28,13,21,66,21,44,13,5,4,5,4,2,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67,4,29,9,2,11,4,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
1705,水戸,横浜C,775,J2,20,2015,06,28,24,34,42,20,30,8,6,8,4,3,5,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33,12,20,6,2,11,12,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
1706,横浜C,大宮,774,J2,19,2015,06,21,14,15,71,11,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,1,29,8,5,9,1,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
1707,讃岐,長崎,774,J2,19,2015,06,21,17,25,58,15,12,2,6,10,1,3,5,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1,7,40,11,7,4,7,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
1708,札幌,北九州,774,J2,19,2015,06,21,60,20,20,4,17,4,5,11,1,3,6,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2,10,44,14,2,6,10,44,14,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33
1709,栃木,群馬,772,J2,17,2015,06,06,38,30,32,17,33,9,6,7,3,5,3,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67,14,19,6,1,15,14,19,6,18,0.82,39,1.77,162,162,11,6,3,2,2,8,7,5,2,0.67,4,1.33
1710,岡山,東京V,772,J2,17,2015,06,06,40,30,30,11,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,8,31,8,7,7,8,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
1711,磐田,金沢,772,J2,17,2015,06,06,51,26,23,3,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,2,28,7,7,8,2,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
1712,東京V,栃木,770,J2,16,2015,05,31,50,32,18,9,31,8,7,7,4,3,3,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67,16,33,9,6,7,16,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
1713,京都,熊本,770,J2,16,2015,05,31,65,20,15,17,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,21,38,12,2,4,21,38,12,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1
1714,徳島,磐田,770,J2,16,2015,05,31,11,16,73,18,44,13,5,4,5,4,2,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67,3,30,7,9,6,3,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
1715,水戸,京都,768,J2,15,2015,05,24,37,30,33,19,30,8,6,8,4,3,5,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33,20,34,9,7,6,20,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
